,src,tgt,tag,loss
0,fpvure,fpvured,V;PST,0.9929912
7792,gird,girded,V;PST,0.87368935
7793,cdaoter,cdaotered,V;PST,1.423757
7794,intnmxdate,intnmxdated,V;PST,1.8874884
7795,vaumtion,vaumtioned,V;PST,0.97621465
7796,rambfe,rambfed,V;PST,1.4513553
7797,resost,resosted,V;PST,0.81974244
7798,shvl,shvl,V;PST,3.1064107
7799,shmslder,shmsldered,V;PST,1.2647954
7800,sfzcch,sfzcched,V;PST,1.4452038
7801,ikqqovise,ikqqovised,V;PST,1.9519241
7802,film,filmed,V;PST,0.6983263
7803,wgwsjme,wgwsjmed,V;PST,1.6997763
7804,pehhevere,pehhevered,V;PST,1.3461705
7805,sjzzfe,sjzzfed,V;PST,1.2553551
7806,render,rendered,V;PST,0.69283736
7807,rsmate,rsmated,V;PST,1.4415911
7808,repeat,repeated,V;PST,0.7065926
7809,khat,khatted,V;PST,0.81407034
7810,strecmlcte,strecmlcted,V;PST,1.2687539
7811,czast,czasted,V;PST,1.1212515
7812,pgtkr,pgtkred,V;PST,1.5016761
7813,sbip,sbipped,V;PST,0.83348906
7814,markft,markfted,V;PST,1.3818711
7815,cvip,cvipped,V;PST,0.9041829
7816,bowl,bowled,V;PST,0.73911756
7817,eeeryise,eeeryised,V;PST,2.0407236
7818,rtae,rtaed,V;PST,0.833071
7819,connegt,connegted,V;PST,0.9731115
7820,amrzft,amrzfted,V;PST,1.8458911
7821,jxrs,jxrsed,V;PST,1.5690366
7822,elusk,elusked,V;PST,0.9655659
7823,swrap,swrapped,V;PST,0.7441014
7824,ihwwine,ihwwined,V;PST,1.6724219
7825,dtxqgt,dtxqgted,V;PST,1.6567883
7826,cufz,cufzed,V;PST,1.2019784
7827,rmkulate,rmkulated,V;PST,1.85899
7828,cgiteht,cgitehted,V;PST,1.1274703
7829,fbqhfgr,fbqhfgred,V;PST,1.7307577
7830,eolb,eolbed,V;PST,1.209145
7831,suhqwess,suhqwessed,V;PST,1.6715602
7832,proeide,proeided,V;PST,0.7618575
7833,apip,apipped,V;PST,0.75815046
7834,prosote,prosoted,V;PST,1.0204309
7835,nimic,nimicked,V;PST,0.7193768
7836,host,host,V;PST,1.2714034
7837,phn,phnned,V;PST,0.96677166
7838,rexpse,rexpsed,V;PST,0.9473497
7839,cancenczfte,cancenczfted,V;PST,2.075987
7840,ycllow,ycllowed,V;PST,1.1138717
7841,sxaard,sxaarded,V;PST,1.0206898
7842,fhvnp,fhvnped,V;PST,2.0436099
7843,nuqde,nuqded,V;PST,1.0365604
7844,yatf,yatfd,V;PST,1.6521152
7845,ieao,ieaoed,V;PST,0.7800706
7846,acclomaae,acclomaaed,V;PST,1.5061615
7847,bakce,bakced,V;PST,0.7502249
7848,imaioahe,imaioahed,V;PST,1.6144979
7849,stzsh,stzshed,V;PST,1.3644589
7850,mncp,mncped,V;PST,3.2207294
7851,electrxcdte,electrxcdted,V;PST,1.6629255
7852,fnoab,fnoabed,V;PST,1.0037707
7853,deshyve,deshyved,V;PST,1.2541546
7854,llgk,llgked,V;PST,1.75823
7855,thetwure,thetwured,V;PST,0.9437059
7856,ovfrt,ovfrted,V;PST,1.2814493
7857,moj,mojed,V;PST,1.2294172
7858,apfzobgh,apfzobghed,V;PST,1.8496045
7859,strutaqe,strutaqed,V;PST,1.6000087
7860,acgobucish,acgobucished,V;PST,2.0025086
7861,elfmt,elfmted,V;PST,1.2977232
7862,wxism,wxismed,V;PST,1.5169162
7863,pose,posed,V;PST,0.686955
7864,svig,svigged,V;PST,1.0152991
7865,sailthze,sailthzed,V;PST,1.340867
7866,cmmmand,cmmmanded,V;PST,2.1697273
7867,ydck,ydcked,V;PST,0.94602996
7868,moutz,moutzed,V;PST,0.908044
7869,tgmk,tgmkd,V;PST,1.8174886
7870,qeppt,qeppted,V;PST,1.3817755
7871,rloe,rloeed,V;PST,1.5099484
7872,nefx,nefxed,V;PST,0.9375327
7873,ceowbrade,ceowbraded,V;PST,1.5918282
7874,hilack,hilacked,V;PST,0.7140086
7875,duvk,duvked,V;PST,0.9368974
7876,pemknd,pemknded,V;PST,1.0502673
7877,chill,chilled,V;PST,0.709459
7878,yask,yasked,V;PST,0.845541
7879,vel,veled,V;PST,0.7506237
7880,noisx,noisxd,V;PST,1.8583134
7881,remain,remained,V;PST,0.6931227
7882,twrtmze,twrtmzed,V;PST,1.3823701
7883,gallop,galloped,V;PST,0.7226744
7884,fhkg,fhkgged,V;PST,1.9616185
7885,cqstrgte,cqstrgted,V;PST,2.1291668
7886,educate,educated,V;PST,0.75689703
7887,gcipl,gcipld,V;PST,1.5266609
7888,nccxod,nccxoded,V;PST,2.0406373
7889,thrnj,thrnjed,V;PST,1.251472
7890,fould,foulded,V;PST,0.7263312
7891,npsaen,npsaened,V;PST,1.2765912
7892,hypotvesize,hypotvesized,V;PST,1.0488445
7893,sadunch,sadunched,V;PST,0.7717198
7894,dxcate,dxcated,V;PST,1.3157387
7895,emhqoy,emhqoyed,V;PST,1.4706731
7896,dble,dbleed,V;PST,1.5407182
7897,keee,keeeed,V;PST,1.3173
7898,coktrol,coktrolled,V;PST,1.1059699
7899,grey,greyed,V;PST,0.7777007
7900,eeul,eeuled,V;PST,1.4365267
7901,anamfbe,anamfbed,V;PST,1.6769006
7902,acza,aczaned,V;PST,1.7014577
7903,fliwk,fliwked,V;PST,0.88418967
7904,reyerve,reyerved,V;PST,0.9844396
7905,zombufy,zombufied,V;PST,1.2797105
7906,sfjfdfy,sfjfdfied,V;PST,1.7870489
7907,plwcg,plwcged,V;PST,1.6320598
7908,selcct,selccted,V;PST,1.2765913
7909,cuuvbe,cuuvbed,V;PST,1.4633485
7910,scrap,scrapped,V;PST,0.7025314
7911,nebile,nebiled,V;PST,0.7864535
7912,txrfll,txrflled,V;PST,1.2940979
7913,vkaend,vkaended,V;PST,1.3755183
7914,saiq,saiq,V;PST,1.2480274
7915,rcaibuer,rcaibuered,V;PST,1.5383781
7916,rmau,rmaued,V;PST,1.84605
7917,geovtl,geovtled,V;PST,1.4333661
7918,qugdt,qugdted,V;PST,1.3573782
7919,dynb,dynbed,V;PST,2.359652
7920,yuck,yucked,V;PST,0.74830806
7921,fthzw,fthzwed,V;PST,1.4470578
7922,judge,judged,V;PST,0.7412047
7923,mwke,mwked,V;PST,2.1609452
7924,gboui,gbouied,V;PST,1.2309624
7925,zvezf,zvezfed,V;PST,1.0827278
7926,bart,bartd,V;PST,1.5362453
7927,baby,babied,V;PST,1.2317985
7928,aetomate,aetomated,V;PST,1.3046452
7929,zvned,zvnedded,V;PST,1.7049117
7930,fbrz,fbrzed,V;PST,1.3872339
7931,ccrai,ccraid,V;PST,1.5365473
7932,rmbeit,rmbeited,V;PST,1.7886595
7933,bftyw,bftywd,V;PST,2.5591702
7934,snzniee,snznieed,V;PST,1.3768226
7935,bomchtr,bomchtred,V;PST,1.2736522
7936,samdwich,samdwiched,V;PST,0.9804472
7937,extrzct,extrzcted,V;PST,1.4546744
7938,cfge,cfged,V;PST,1.0825752
7939,imwgfnd,imwgfnded,V;PST,2.2260141
7940,snack,snacked,V;PST,0.69991016
7941,bundme,bundmed,V;PST,0.8681207
7942,reif,reifed,V;PST,0.74607736
7943,sparc,sparced,V;PST,0.7068312
7944,tskxcle,tskxcled,V;PST,1.4995135
7945,labinh,labinhed,V;PST,0.8635232
7946,dbkfude,dbkfuded,V;PST,2.1742449
7947,stork,storked,V;PST,0.74977607
7948,inceufe,inceufed,V;PST,1.4621577
7949,znae,znaeed,V;PST,2.3303359
7950,fjme,fjmed,V;PST,1.231131
7951,cwckk,cwckked,V;PST,1.7221384
7952,rektqee,rektqeed,V;PST,1.7224123
7953,lqnch,lqnched,V;PST,2.2562559
7954,apolooize,apolooized,V;PST,1.1487132
7955,rhyme,rhymed,V;PST,0.7470447
7956,mayntsbn,mayntsbned,V;PST,1.890862
7957,sirvive,sirvived,V;PST,0.79445726
7958,reyiqrocyte,reyiqrocyted,V;PST,2.038777
7959,iurcn,iurcned,V;PST,0.77347267
7960,aof,aofed,V;PST,1.7764524
7961,iilq,iilqd,V;PST,1.7220426
7962,knot,knotted,V;PST,0.7287034
7963,suycned,suycneded,V;PST,1.2205125
7964,worehgp,worehgped,V;PST,1.5067178
7965,lrokt,lrokted,V;PST,1.4967487
7966,brabd,brabded,V;PST,0.744835
7967,dosr,dosrd,V;PST,2.406668
7968,rfzel,rfzelled,V;PST,1.5150342
7969,gdease,gdeased,V;PST,0.7853406
7970,ssaz,ssazzed,V;PST,1.3014781
7971,suawocyae,suawocyaed,V;PST,2.0163884
7972,mgneuvnr,mgneuvnred,V;PST,2.6552172
7973,twino,twinod,V;PST,1.0060809
7974,rdport,rdported,V;PST,2.0311122
7975,tbam,tbamed,V;PST,1.8567868
7976,yzd,yzded,V;PST,1.0217091
7977,aozicipyqe,aozicipyqed,V;PST,2.8262599
7978,podw,podwed,V;PST,1.3965889
7979,oaben,oabened,V;PST,0.7283407
7980,iyvade,iyvaded,V;PST,1.065921
7981,snag,snagged,V;PST,0.70563066
7982,rfwjge,rfwjged,V;PST,1.8832601
7983,goes,goesd,V;PST,1.6831111
7984,trltp,trltpd,V;PST,1.6619961
7985,doyyor,doyyored,V;PST,1.4061308
7986,sdrieih,sdrieihed,V;PST,0.9601232
7987,svrrry,svrrried,V;PST,1.4982646
7988,twiyy,twiyyed,V;PST,1.0041827
7989,memvce,memvced,V;PST,1.8059635
7990,blxmle,blxmled,V;PST,1.6907386
7991,blruein,blrueined,V;PST,1.7884324
7992,eba,ebaed,V;PST,0.89624006
7993,ttze,ttzed,V;PST,1.0210618
7994,campavon,campavoned,V;PST,1.4537965
7995,devb,devbt,V;PST,1.9768564
7996,owq,owqd,V;PST,2.477055
7997,swnosh,swnoshed,V;PST,0.78346497
7998,ioyxh,ioyxhed,V;PST,1.7368553
7999,malt,malted,V;PST,1.4012194
8000,dhflate,dhflated,V;PST,1.094428
8001,yztn,yztned,V;PST,1.4702075
8002,dqye,dqyed,V;PST,1.4763966
8003,pnano,pnanod,V;PST,1.0298549
8004,piiket,piiketed,V;PST,0.7794763
8005,aziemiie,aziemiied,V;PST,1.4429839
8006,cobnpqrheit,cobnpqrheited,V;PST,2.6567788
8007,mpor,mpored,V;PST,1.2242998
8008,invrst,invrsted,V;PST,1.2603838
8009,eable,eabled,V;PST,0.7836739
8010,pieuuse,pieuused,V;PST,1.5972931
8011,bwniwh,bwniwhed,V;PST,0.85832894
8012,sveum,sveummed,V;PST,1.3590266
8013,prosarve,prosarved,V;PST,1.1321849
8014,xry,xryed,V;PST,1.4344878
8015,hbow,hbowed,V;PST,1.622364
8016,bheold,bheeld,V;PST,2.5476756
8017,mnrit,mnrited,V;PST,1.7597113
8018,dcfuat,dcfuated,V;PST,1.7006049
8019,gikj,gikjd,V;PST,1.8587965
8020,enxvwetyr,enxvwetyred,V;PST,2.0750358
8021,svoxur,svoxured,V;PST,1.1240436
8022,xick,xicked,V;PST,0.9595103
8023,suqp,suqpd,V;PST,2.122156
8024,rbiv,rbived,V;PST,1.2089318
8025,addjye,addjyed,V;PST,1.99315
8026,uaae,uaaeed,V;PST,1.6358639
8027,sacvawdle,sacvawdled,V;PST,1.2044445
8028,cswlar,cswlared,V;PST,0.84509456
8029,seird,seirded,V;PST,0.70474976
8030,parynkr,parynkred,V;PST,1.920665
8031,upset,upset,V;PST,0.8346266
8032,junk,junked,V;PST,0.76361
8033,axn,axned,V;PST,0.8643077
8034,kofce,kofced,V;PST,1.2466362
8035,hptoe,hptoeed,V;PST,2.1075168
8036,distrers,distrersed,V;PST,1.0554849
8037,peg,pegged,V;PST,0.70397395
8038,tacele,taceled,V;PST,0.7353774
8039,curlq,curlqd,V;PST,1.8722724
8040,imgiill,imgiilled,V;PST,1.8796053
8041,wgl,wgled,V;PST,0.7291077
8042,wuimytr,wuimytred,V;PST,1.5922754
8043,ahamn,ahamnd,V;PST,1.437656
8044,aoqrvcilte,aoqrvcilted,V;PST,2.3944845
8045,diskice,diskiced,V;PST,0.7920764
8046,drob,drobed,V;PST,1.3032686
8047,lxazs,lxazsed,V;PST,1.3211963
8048,ctdrpibute,ctdrpibuted,V;PST,1.353254
8049,picnpc,picnpcked,V;PST,1.5676566
8050,socfhe,socfhed,V;PST,0.80502653
8051,scalonp,scalonped,V;PST,1.0040091
8052,ftmend,ftmended,V;PST,0.9558303
8053,wilt,wilted,V;PST,0.747709
8054,pina,pinad,V;PST,1.4176979
8055,canp,canped,V;PST,1.1987193
8056,emvndde,emvndded,V;PST,1.5215265
8057,traaybfnd,traaybfnded,V;PST,1.9991077
8058,teeeue,teeeued,V;PST,1.2755475
8059,hajk,hajked,V;PST,0.7563638
8060,xaltl,xaltled,V;PST,0.9376563
8061,pvpxye,pvpxyed,V;PST,1.6724812
8062,coin,coined,V;PST,0.6914579
8063,djradn,djradned,V;PST,1.424078
8064,prkzd,prkzdd,V;PST,1.7213714
8065,trngre,trngred,V;PST,1.3836582
8066,aofer,aofered,V;PST,1.0505141
8067,ctvwn,ctvwned,V;PST,1.1388034
8068,aecept,aecepted,V;PST,1.3126656
8069,jingae,jingaed,V;PST,0.86116
8070,tojc,tojced,V;PST,1.3629172
8071,cxmtine,cxmtined,V;PST,1.2293979
8072,reay,reaied,V;PST,0.7998837
8073,qvxt,qvxted,V;PST,2.2885668
8074,iupe,iuped,V;PST,0.76922244
8075,pausy,pausyd,V;PST,1.8325737
8076,ralew,ralewed,V;PST,0.76312166
8077,afojinxte,afojinxted,V;PST,1.9270867
8078,shxdg,shxdgd,V;PST,1.8578957
8079,brfufd,brfufded,V;PST,0.9673973
8080,fzxare,fzxared,V;PST,1.7724038
8081,giak,giaked,V;PST,0.74646103
8082,wyasch,wyasched,V;PST,0.8590205
8083,krayg,krayged,V;PST,1.0015025
8084,oekng,oeknged,V;PST,1.6318656
8085,klave,klaved,V;PST,0.7386311
8086,ijoop,ijooped,V;PST,1.2221407
8087,tnynecriae,tnynecriaed,V;PST,1.5948696
8088,xcho,xchoed,V;PST,1.0639998
8089,sqw,sqwed,V;PST,1.1535233
8090,alnounce,alnounced,V;PST,0.8446685
8091,chaqc,chaqced,V;PST,0.9620054
8092,dvrn,dvrnd,V;PST,1.7849084
8093,deqy,deqied,V;PST,1.2574235
8094,pond,ponded,V;PST,0.73290694
8095,sitmate,sitmated,V;PST,0.85241765
8096,cear,ceared,V;PST,0.88507503
8097,gile,giled,V;PST,1.1786748
8098,nqgjteaxe,nqgjteaxed,V;PST,3.099807
8099,iqcroase,iqcroased,V;PST,1.5487506
8100,persiet,persieted,V;PST,1.04476
8101,klab,klabbed,V;PST,0.69705826
8102,yean,yeaned,V;PST,0.7918272
8103,klopd,klopded,V;PST,1.0878786
8104,syvuzesine,syvuzesined,V;PST,1.3137848
8105,dpw,dpwd,V;PST,2.4082577
8106,vdttpikh,vdttpikhed,V;PST,1.7925892
8107,dzater,dzatered,V;PST,1.2624258
8108,chis,chisned,V;PST,1.3208443
8109,objest,objested,V;PST,0.92734677
8110,envfirmpe,envfirmped,V;PST,2.0373027
8111,clutch,clutched,V;PST,0.70295686
8112,pwrpuate,pwrpuated,V;PST,1.0051465
8113,eruay,eruayed,V;PST,1.0516765
8114,cyclj,cycljd,V;PST,1.7206417
8115,pbebect,pbebected,V;PST,0.98996
8116,geaezate,geaezated,V;PST,1.4093937
8117,taoiie,taoiied,V;PST,0.9144004
8118,outffx,outffxed,V;PST,1.6107601
8119,euuimque,euuimqued,V;PST,2.039389
8120,propome,propomed,V;PST,0.7132202
8121,rrtfce,rrtfced,V;PST,2.5133457
8122,blineomn,blineomned,V;PST,1.2640877
8123,xct,xctged,V;PST,1.7305943
8124,szaef,szaefed,V;PST,1.3392956
8125,pahdle,pahdled,V;PST,1.0110949
8126,idklement,idklemented,V;PST,1.1819793
8127,huhlow,huhlowed,V;PST,0.86240745
8128,lerm,lermed,V;PST,0.8478942
8129,darch,darched,V;PST,0.6954024
8130,choqhovn,choqhovned,V;PST,1.5074036
8131,basg,basged,V;PST,0.69740397
8132,cret,cretted,V;PST,1.0905482
8133,eehhgd,eehhgded,V;PST,2.5296698
8134,vink,vinked,V;PST,0.8504968
8135,ceql,ceqled,V;PST,1.0322125
8136,twinpwe,twinpwed,V;PST,0.79345065
8137,rish,rished,V;PST,0.6909391
8138,yaiw,yaiwed,V;PST,0.85309607
8139,bmrox,bmroxed,V;PST,1.0266641
8140,pscsxgify,pscsxgified,V;PST,1.4074866
8141,psyche,psyched,V;PST,1.1582766
8142,stdn,stdnned,V;PST,1.565657
8143,heep,heeped,V;PST,1.2292188
8144,difiribune,difiribuned,V;PST,1.3840976
8145,uray,urayed,V;PST,0.8991793
8146,poat,poated,V;PST,0.6908374
8147,loli,lolid,V;PST,1.2801219
8148,gousc,gouscd,V;PST,1.41622
8149,fjaegre,fjaegred,V;PST,1.5036092
8150,uhsce,uhsced,V;PST,0.8402909
8151,izskyuvt,izskyuvted,V;PST,1.9721744
8152,vaky,vakyed,V;PST,1.3596745
8153,dicr,dicrd,V;PST,2.1490965
8154,trim,trimmed,V;PST,0.69980586
8155,taauct,taaucted,V;PST,1.0439601
8156,hzrq,hzrqd,V;PST,3.200298
8157,jaghe,jaghed,V;PST,0.726667
8158,zhrc,zhrced,V;PST,1.340966
8159,etparge,etparged,V;PST,0.7910918
8160,rhutbr,rhutbred,V;PST,1.1631818
8161,hmdv,hmdvd,V;PST,1.847236
8162,jnyur,jnyured,V;PST,1.1599678
8163,falb,falbed,V;PST,0.7494405
8164,hlfdrn,hlfdrned,V;PST,1.2648817
8165,enthsle,enthsled,V;PST,1.1576364
8166,mawtsr,mawtsred,V;PST,2.1933954
8167,hlwb,hlwbed,V;PST,2.2733142
8168,kucel,kuceled,V;PST,0.80233645
8169,gdaoa,gdaoad,V;PST,1.1928651
8170,nugjce,nugjced,V;PST,1.5902733
8171,flahle,flahled,V;PST,0.8799151
8172,intujest,intujested,V;PST,1.2886363
8173,pio,pioed,V;PST,1.2494265
8174,zocd,zocded,V;PST,1.2075766
8175,qzit,qzit,V;PST,2.875729
8176,rikw,rikwd,V;PST,1.7009691
8177,sbmrt,sbmrted,V;PST,1.4841235
8178,coujh,coujhed,V;PST,0.9692079
8179,osu,osued,V;PST,1.7815981
8180,ffrt,ffrt,V;PST,2.2395425
8181,qcazk,qcazkd,V;PST,3.2652056
8182,uzt,uzt,V;PST,1.9488099
8183,youqf,youqfed,V;PST,1.4074335
8184,nrmp,nrmpped,V;PST,1.5730215
8185,rrse,rrst,V;PST,4.137189
8186,step,stepped,V;PST,0.8094157
8187,lpqn,lpqned,V;PST,1.8586156
8188,rrobal,rrobaled,V;PST,1.3803927
8189,uosse,uossed,V;PST,0.75564563
8190,udyerxtand,udyerxtood,V;PST,1.9586529
8191,sdjp,sdjpped,V;PST,1.3797022
8192,stder,stdered,V;PST,0.96881914
8193,fjibjxen,fjibjxened,V;PST,1.683081
8194,cufk,cufked,V;PST,0.917345
8195,twave,twaved,V;PST,0.6974328
8196,unem,unemed,V;PST,1.1772614
8197,pop,popped,V;PST,0.68743795
8198,gess,gessed,V;PST,0.68924344
8199,chrose,chrse,V;PST,2.7021058
8200,jlqp,jlqpped,V;PST,1.3217677
8201,rncvdvsze,rncvdvszed,V;PST,2.463667
8202,miso,misoed,V;PST,1.731144
8203,pngnt,pngnted,V;PST,0.9096553
8204,plwy,plwyed,V;PST,1.5127302
8205,stfround,stfrounded,V;PST,0.88318926
8206,przp,przpped,V;PST,1.1514659
8207,hash,hashed,V;PST,0.6872905
8208,dhjn,dhjn,V;PST,2.5375373
8209,tewc,tewced,V;PST,0.9805814
8210,lpgfy,lpgfyed,V;PST,1.772238
8211,oufu,oufued,V;PST,0.8228819
8212,suaorize,suaorized,V;PST,0.9406306
8213,kntck,kntcked,V;PST,1.0899293
8214,blip,blipped,V;PST,0.7042075
8215,reace,reaceed,V;PST,1.3071024
8216,klloh,kllohed,V;PST,1.4230583
8217,treat,treated,V;PST,0.6922182
8218,teal,tealt,V;PST,1.1230074
8219,stradqhjen,stradqhjened,V;PST,1.4087939
8220,mclk,mclked,V;PST,2.0400267
8221,hkkble,hkkbled,V;PST,1.7601023
8222,fse,fse,V;PST,1.9282079
8223,wcnt,wcnted,V;PST,1.1955779
8224,atsulss,atsulssed,V;PST,1.5469649
8225,excmte,excmted,V;PST,0.89557916
8226,rukn,rukned,V;PST,0.8207403
8227,frzaf,frzafed,V;PST,1.7499763
8228,snap,snapped,V;PST,0.6942761
8229,blesi,blesied,V;PST,1.1571013
8230,denin,denan,V;PST,1.4612494
8231,ypypc,ypypced,V;PST,1.4099513
8232,mpakn,mpakned,V;PST,1.2844366
8233,bajr,bajred,V;PST,1.1472279
8234,lpan,lpaned,V;PST,0.86356163
8235,connkyxe,connkyxed,V;PST,1.6803534
8236,blavt,blavted,V;PST,0.74717855
8237,ljowd,ljowded,V;PST,1.2158074
8238,rare,rared,V;PST,0.7052679
8239,cyunr,cyunred,V;PST,1.1349478
8240,smooth,smoothed,V;PST,0.7105296
8241,jxxce,jxxced,V;PST,1.889134
8242,qrjpi,qrjpied,V;PST,2.4769077
8243,wjuy,wjuyd,V;PST,2.4269645
8244,dacide,dacided,V;PST,0.70438707
8245,qacge,qacged,V;PST,1.3683776
8246,smque,smqued,V;PST,0.7572745
8247,stajie,stajied,V;PST,1.000858
8248,iujure,iujured,V;PST,0.9209876
8249,satakh,satakhed,V;PST,0.82784885
8250,ffqw,ffqwed,V;PST,1.3551606
8251,ibgcrhojate,ibgcrhojated,V;PST,2.2714534
8252,jaif,jaifed,V;PST,0.85002965
8253,dassvoy,dassvoyed,V;PST,1.3076053
8254,swqcam,swqcamed,V;PST,1.4954634
8255,goqf,goqfed,V;PST,1.232126
8256,mamcg,mamcged,V;PST,1.1111405
8257,czpchze,czpchzed,V;PST,1.4307749
8258,kooa,kooaed,V;PST,0.9291835
8259,shxxe,shxxed,V;PST,1.9559282
8260,mbnd,mbnded,V;PST,2.2217097
8261,fuck,fucked,V;PST,0.71412086
8262,azeep,azept,V;PST,1.1998113
8263,eebhc,eebhced,V;PST,1.5430019
8264,fatr,fatred,V;PST,0.8668559
8265,wiqy,wiqyed,V;PST,1.5935615
8266,tattoo,tattooed,V;PST,0.75935614
8267,prewfnd,prewfnded,V;PST,1.6458
8268,bale,baled,V;PST,0.67762923
8269,slbgj,slbgjd,V;PST,1.6744105
8270,usoot,usot,V;PST,1.7569027
8271,jofl,jofled,V;PST,0.7886924
8272,pwel,pweled,V;PST,0.9073445
8273,deeien,deeiened,V;PST,0.9772756
8274,sctce,sctced,V;PST,0.7431949
8275,joks,joksd,V;PST,2.2029138
8276,xnhfu,xnhfued,V;PST,1.8676895
8277,conilmde,conilmded,V;PST,1.1870736
8278,kand,kanded,V;PST,0.69312346
8279,aaremt,aaremted,V;PST,0.98186386
8280,wrivf,wrivfed,V;PST,0.8051648
8281,sgigytge,sgigytged,V;PST,1.7183768
8282,reqifie,reqified,V;PST,0.9842341
8283,bury,buried,V;PST,0.745117
8284,obip,obipped,V;PST,1.77902
8285,cevdier,cevdiered,V;PST,0.92495424
8286,swalyyw,swalyywed,V;PST,1.6885431
8287,adilmefdqe,adilmefdqed,V;PST,1.7700654
8288,punish,punished,V;PST,0.7263314
8289,ctusp,ctuspd,V;PST,1.8021346
8290,shamb,shambd,V;PST,1.3406675
8291,rctresent,rctresented,V;PST,1.3027762
8292,wjbn,wjbned,V;PST,1.4912976
8293,mohy,mohied,V;PST,1.094807
8294,nict,nicted,V;PST,0.71555865
8295,mayaoe,mayaoed,V;PST,1.1744443
8296,sdiqx,sdiqxed,V;PST,1.3388534
8297,prz,przed,V;PST,0.9551504
8298,irpikate,irpikated,V;PST,1.1351142
8299,littpr,littpred,V;PST,1.204793
8300,crroite,crroited,V;PST,0.8284203
8301,ctztsr,ctztsred,V;PST,1.7745699
8302,alsube,alsubed,V;PST,1.1271282
8303,ggyt,ggyted,V;PST,1.3661642
8304,aslw,aslwed,V;PST,1.1990216
8305,dnara,dnaraed,V;PST,1.0670669
8306,hak,haked,V;PST,0.7436824
8307,detydr,detydred,V;PST,1.0086964
8308,smelu,smelued,V;PST,0.96488786
8309,duigj,duigjed,V;PST,1.1798753
8310,cepbzct,cepbzcted,V;PST,1.5041535
8311,surotch,surotched,V;PST,0.84317267
8312,riztle,riztled,V;PST,1.0293936
8313,jcru,jcrud,V;PST,2.063777
8314,zrutp,zrutped,V;PST,1.2600425
8315,ekrape,ekraped,V;PST,1.1048691
8316,cxsplilude,cxspliluded,V;PST,1.262823
8317,inherit,inherited,V;PST,0.7315639
8318,beykpg,beykpged,V;PST,2.0841508
8319,wasker,waskered,V;PST,0.6974429
8320,reryele,reryeled,V;PST,1.363195
8321,ckoes,ckoesed,V;PST,0.98185676
8322,rffr,rffred,V;PST,1.292248
8323,anqeztgxe,anqeztgxed,V;PST,2.0394843
8324,coqsvlt,coqsvlted,V;PST,2.892171
8325,burb,burbed,V;PST,1.1964661
8326,zeld,zelded,V;PST,0.8270608
8327,ouhub,ouhubbed,V;PST,1.7246109
8328,dfig,dfigged,V;PST,0.87199515
8329,csklapse,csklapsed,V;PST,0.8840753
8330,buae,buaed,V;PST,0.9223272
8331,glock,glocked,V;PST,0.69882506
8332,iorkt,iorkted,V;PST,1.1022371
8333,offcy,offcyed,V;PST,1.7103605
8334,ateaik,ateaiked,V;PST,0.7505269
8335,flcmper,flcmpered,V;PST,1.1599249
8336,tymka,tymkad,V;PST,1.7276784
8337,udsnh,udsnhed,V;PST,1.4322681
8338,shoatnn,shoatnned,V;PST,1.1683565
8339,cfunth,cfunthed,V;PST,0.8731338
8340,exact,exacted,V;PST,0.717309
8341,ppoael,ppoaelled,V;PST,1.1681936
8342,expkain,expkained,V;PST,0.9201876
8343,suhport,suhported,V;PST,0.9528945
8344,curve,curved,V;PST,0.7030819
8345,pez,pezd,V;PST,1.8784683
8346,saldte,saldted,V;PST,0.8544126
8347,fjllow,fjllowed,V;PST,0.931535
8348,boh,bohed,V;PST,0.7914305
8349,clarpe,clarped,V;PST,0.86318505
8350,ssjipe,ssjiped,V;PST,1.0654933
8351,dbsedact,dbsedacted,V;PST,1.2932764
8352,fovbid,fovbade,V;PST,1.8970232
8353,twansphvt,twansphvted,V;PST,1.7043654
8354,reide,reided,V;PST,0.71984345
8355,omlm,omlmed,V;PST,0.93119323
8356,sojaf,sojafed,V;PST,1.1910524
8357,hbpyifize,hbpyifized,V;PST,1.5382549
8358,collfde,collfded,V;PST,1.2239935
8359,dpfds,dpfds,V;PST,2.6595447
8360,swnyyh,swnyyhed,V;PST,1.5720445
8361,musqroom,musqroomed,V;PST,1.4208106
8362,genarhlcze,genarhlczed,V;PST,2.0120928
8363,hvqke,hvqked,V;PST,2.0814745
8364,phcse,phcsed,V;PST,0.90550476
8365,gfbble,gfbbled,V;PST,1.7262042
8366,semtr,semtred,V;PST,0.998061
8367,bkkae,bkkaed,V;PST,1.8736054
8368,mentlon,mentloned,V;PST,0.95423573
8369,xead,xeaded,V;PST,1.1055995
8370,rjnlk,rjnlked,V;PST,1.6067268
8371,captigbte,captigbted,V;PST,0.993123
8372,iurz,iurzed,V;PST,1.1157163
8373,ehcolzfge,ehcolzfged,V;PST,1.8246204
8374,phrtxl,phrtxled,V;PST,1.8076407
8375,nltu,nltud,V;PST,2.084111
8376,dbug,dbugged,V;PST,1.1537154
8377,fadvcon,fadvconed,V;PST,1.4248811
8378,hpal,hpaled,V;PST,1.3477745
8379,qunk,qunked,V;PST,0.73558176
8380,murk,murked,V;PST,0.74858654
8381,arrlnce,arrlnced,V;PST,1.059091
8382,qyuwk,qyuwked,V;PST,1.9982094
8383,tinebr,tinebred,V;PST,1.2873473
