,src,tgt,tag,length,loss
0,fpvure,fpvured,V;PST,8,7.9439297
8341,ppoael,ppoaelled,V;PST,10,11.681936
8342,expkain,expkained,V;PST,10,9.201876
8343,suhport,suhported,V;PST,10,9.528945
8344,curve,curved,V;PST,7,4.921573
8345,pez,pezd,V;PST,5,9.392342
8346,saldte,saldted,V;PST,8,6.835301
8347,fjllow,fjllowed,V;PST,9,8.383815
8348,boh,bohed,V;PST,6,4.748583
8349,clarpe,clarped,V;PST,8,6.9054804
8350,ssjipe,ssjiped,V;PST,8,8.523947
8351,dbsedact,dbsedacted,V;PST,11,14.226041
8352,fovbid,fovbade,V;PST,8,15.176186
8353,twansphvt,twansphvted,V;PST,12,20.452385
8354,reide,reided,V;PST,7,5.038904
8355,omlm,omlmed,V;PST,7,6.5183525
8356,sojaf,sojafed,V;PST,8,9.5284195
8357,hbpyifize,hbpyifized,V;PST,11,16.920803
8358,collfde,collfded,V;PST,9,11.015942
8359,dpfds,dpfds,V;PST,6,15.957268
8360,swnyyh,swnyyhed,V;PST,9,14.1484
8361,musqroom,musqroomed,V;PST,11,15.628916
8362,genarhlcze,genarhlczed,V;PST,12,24.145115
8363,hvqke,hvqked,V;PST,7,14.570321
8364,phcse,phcsed,V;PST,7,6.3385334
8365,gfbble,gfbbled,V;PST,8,13.809633
8366,semtr,semtred,V;PST,8,7.984488
8367,bkkae,bkkaed,V;PST,7,13.115237
8368,mentlon,mentloned,V;PST,10,9.542357
8369,xead,xeaded,V;PST,7,7.739197
8370,rjnlk,rjnlked,V;PST,8,12.853814
8371,captigbte,captigbted,V;PST,11,10.924353
8372,iurz,iurzed,V;PST,7,7.8100147
8373,ehcolzfge,ehcolzfged,V;PST,11,20.070824
8374,phrtxl,phrtxled,V;PST,9,16.268766
8375,nltu,nltud,V;PST,6,12.504666
8376,dbug,dbugged,V;PST,8,9.229723
8377,fadvcon,fadvconed,V;PST,10,14.248811
8378,hpal,hpaled,V;PST,7,9.434422
8379,qunk,qunked,V;PST,7,5.149072
8380,murk,murked,V;PST,7,5.2401056
8381,arrlnce,arrlnced,V;PST,9,9.531818
8382,qyuwk,qyuwked,V;PST,8,15.985675
8383,tinebr,tinebred,V;PST,9,11.586126
8384,fifht,foufht,V;PST,7,16.458069
8385,acj,acjed,V;PST,6,9.856313
8386,blind,blinded,V;PST,8,5.815922
8387,umtc,umtcd,V;PST,6,13.971849
8388,chelg,chelged,V;PST,8,6.2843847
8389,pgcoer,pgcoered,V;PST,9,11.977376
8390,bujs,bujsed,V;PST,7,6.684863
8391,peyt,peyted,V;PST,7,9.068006
8392,rsxn,rsxned,V;PST,7,13.593827
8393,hrlt,hrlted,V;PST,7,8.793752
8394,pxvfsr,pxvfsrred,V;PST,10,19.721514
8395,mlope,mloped,V;PST,7,21.973377
8396,rxce,rxced,V;PST,6,10.40833
8397,tnnoo,tnnooed,V;PST,8,6.866798
8398,repire,repired,V;PST,8,5.885859
8399,looz,loozed,V;PST,7,5.244088
8400,repvll,repvlled,V;PST,9,14.076941
8401,squaak,squaaked,V;PST,9,6.5107393
8402,suclj,sucljed,V;PST,8,9.698533
8403,mafgwe,mafgwed,V;PST,8,14.210457
8404,inpbpdbce,inpbpdbced,V;PST,11,25.396322
8405,gtch,gtched,V;PST,7,7.4116335
8406,lere,leret,V;PST,6,10.365712
8407,exmkct,exmkcted,V;PST,9,10.779532
8408,ydhh,ydhhd,V;PST,6,14.121205
8409,sjactfr,sjactfred,V;PST,10,14.178709
8410,sudnf,sudnfed,V;PST,8,11.905904
8411,slueowh,slueowhed,V;PST,10,11.785522
8412,siky,sikyed,V;PST,7,8.7578745
8413,maxi,maxied,V;PST,7,7.742603
8414,cwndeht,cwndehted,V;PST,10,15.64996
8415,anhanve,anhanved,V;PST,9,10.151816
8416,wobdle,wobdled,V;PST,8,6.501686
8417,dreqth,dreqthed,V;PST,9,10.028097
8418,xati,xatied,V;PST,7,6.9100966
8419,scrkpe,scrkped,V;PST,8,13.099685
8420,seulh,seulhed,V;PST,8,6.1810365
8421,rreele,rreeled,V;PST,8,11.18145
8422,stress,stressed,V;PST,9,6.465658
8423,lpaen,lpaend,V;PST,7,16.626316
8424,swtep,swtpt,V;PST,6,13.482708
8425,nybt,nybted,V;PST,7,13.563902
8426,yzx,yzxed,V;PST,6,10.51755
8427,mpadte,mpadted,V;PST,8,10.013242
8428,owip,owipped,V;PST,8,10.411758
8429,enjob,enjobed,V;PST,8,9.717064
8430,sfihgle,sfihgled,V;PST,9,9.66539
8431,tnxst,tnxsted,V;PST,8,11.046211
8432,vjnmjfe,vjnmjfed,V;PST,9,17.094997
8433,knmt,knmtted,V;PST,8,32.463696
8434,iffrrt,iffrrted,V;PST,9,14.921828
8435,crmbllin,crmbllined,V;PST,11,19.19209
8436,ydeks,ydeksed,V;PST,8,11.986811
8437,nift,nifted,V;PST,7,8.467672
8438,ouubd,ouubded,V;PST,8,14.584253
8439,adore,adored,V;PST,7,11.07518
8440,comb,combed,V;PST,7,5.1251783
8441,ezssad,ezssaded,V;PST,9,12.974188
8442,tppple,tpppled,V;PST,8,11.804545
8443,shufwne,shufwned,V;PST,9,7.9812856
8444,txqxxuave,txqxxuaved,V;PST,11,20.065039
8445,gagfle,gagfled,V;PST,8,5.837458
8446,dair,daired,V;PST,7,4.920547
8447,ktyzp,ktyzped,V;PST,8,11.950323
8448,verbaqlze,verbaqlzed,V;PST,11,16.490284
8449,rcscue,rcscued,V;PST,8,11.165332
8450,culw,culwed,V;PST,7,9.184346
8451,svrip,svripped,V;PST,9,8.137042
8452,chadk,chadked,V;PST,8,6.928034
8453,roacd,roacded,V;PST,8,5.711264
8454,rulmrne,rulmrned,V;PST,9,13.767681
8455,wafd,wafded,V;PST,7,5.0406833
8456,pxjsun,pxjsuned,V;PST,9,9.849191
8457,pwrachute,pwrachuted,V;PST,11,12.879498
8458,ynnk,ynnked,V;PST,7,8.567566
8459,sxniw,sxniwed,V;PST,8,8.126038
8460,stqoie,stqoied,V;PST,8,13.419879
8461,rezomxe,rezomxed,V;PST,9,11.611974
8462,fcold,fcolded,V;PST,8,10.041183
8463,pylimh,pylimhed,V;PST,9,7.367229
8464,wixgje,wixgjed,V;PST,8,13.203016
8465,hyxi,hyxid,V;PST,6,10.284796
8466,vuwlih,vuwlihed,V;PST,9,9.145051
8467,hssnu,hssnued,V;PST,8,12.413034
8468,qarcl,qarcled,V;PST,8,8.209956
8469,tlansfurm,tlansfurmed,V;PST,12,13.410141
8470,wddooh,wddoohed,V;PST,9,12.649347
8471,msan,msaned,V;PST,7,11.227601
8472,pabk,pabked,V;PST,7,5.61973
8473,stanve,stanved,V;PST,8,6.7214093
8474,fqlw,fqlwed,V;PST,7,11.723936
8475,harn,harned,V;PST,7,4.9249973
8476,ixab,ixabed,V;PST,7,9.02606
8477,khwyu,khwyued,V;PST,8,11.986294
8478,retwewt,retwewted,V;PST,10,10.782737
8479,duvobe,duvobed,V;PST,8,7.8772726
8480,eqjvpst,eqjvpsted,V;PST,10,21.479874
8481,giggle,giggled,V;PST,8,5.497311
8482,spzsgh,spzsghed,V;PST,9,10.52254
8483,udrv,udrved,V;PST,7,14.147998
8484,intrwgre,intrwgred,V;PST,10,13.374903
8485,pcop,pcopped,V;PST,8,7.2693787
8486,wlae,wlaeped,V;PST,8,11.687872
8487,wewgk,wewgked,V;PST,8,9.28614
8488,dssx,dssxed,V;PST,7,11.201527
8489,ccray,ccraied,V;PST,8,11.559696
8490,coick,coicked,V;PST,8,5.550422
8491,moa,moaped,V;PST,7,8.555712
8492,cbgy,cbgied,V;PST,7,12.118998
8493,bounce,bounced,V;PST,8,5.7536993
8494,secuae,secuaed,V;PST,8,6.570688
8495,reaion,reaioned,V;PST,9,6.7210436
8496,mpu,mpued,V;PST,6,9.968072
8497,fulble,fulbled,V;PST,8,5.856693
8498,iqrruve,iqrruved,V;PST,9,12.868255
8499,seeizxle,seeizxled,V;PST,10,16.995735
8500,alwsh,alwshed,V;PST,8,10.409995
8501,jyken,jykened,V;PST,8,7.605398
8502,exrvnzs,exrvnzsed,V;PST,10,15.874424
8503,oedk,oedked,V;PST,7,7.7027416
8504,znifv,znifved,V;PST,8,13.479963
8505,coun,couned,V;PST,7,9.264969
8506,last,lasted,V;PST,7,4.8082795
8507,shruvwl,shruvwled,V;PST,10,9.712468
8508,dnoclqad,dnoclqaded,V;PST,11,15.342106
8509,tecrify,tecrified,V;PST,10,7.795604
8510,snatch,snatched,V;PST,9,6.316804
8511,buyst,buyst,V;PST,6,12.793049
8512,bangnde,bangnded,V;PST,9,10.6903925
8513,muroon,murooned,V;PST,9,6.8264685
8514,suqtract,suqtracted,V;PST,11,13.5798025
8515,bzakj,bzakjed,V;PST,8,10.177145
8516,zraso,zrasoed,V;PST,8,8.753384
8517,befrdend,befrdended,V;PST,11,10.906126
8518,gurrle,gurrled,V;PST,8,9.037117
8519,abnky,abnkied,V;PST,8,9.722366
8520,yzm,yzmed,V;PST,6,6.88225
8521,stdml,stdmled,V;PST,8,15.453945
8522,rmteh,rmtehed,V;PST,8,12.544651
8523,micropcjee,micropcjeed,V;PST,12,27.944021
8524,pkwmtuse,pkwmtused,V;PST,10,23.935802
8525,yend,yent,V;PST,5,10.4294615
8526,dujhk,dujhked,V;PST,8,11.025955
8527,pxuzqe,pxuzqed,V;PST,8,13.000855
8528,szvgovjse,szvgovjsed,V;PST,11,26.8858
8529,dipkzade,dipkzaded,V;PST,10,15.986657
8530,xyzkt,xyzkted,V;PST,8,11.643053
8531,erefhe,erefhed,V;PST,8,9.09084
8532,tsiim,tsiimed,V;PST,8,6.33444
8533,tkrvaten,tkrvatened,V;PST,11,17.7191
8534,imguspwnee,imguspwneed,V;PST,12,29.13976
8535,awolt,awolted,V;PST,8,9.540112
8536,shueer,shueered,V;PST,9,12.38157
8537,tlash,tlashed,V;PST,8,5.4943924
8538,imkgi,imkgid,V;PST,7,17.583311
8539,reverse,reversed,V;PST,9,6.910456
8540,basm,basmd,V;PST,6,10.071742
8541,bogt,bogted,V;PST,7,5.443628
8542,gjrg,gjrgged,V;PST,8,9.068961
8543,pmntept,pmntepted,V;PST,10,13.357371
8544,recmger,recmgered,V;PST,10,10.153647
8545,chdotgr,chdotgred,V;PST,10,14.428083
8546,akded,akdeded,V;PST,8,8.860833
8547,borrhw,borrhwed,V;PST,9,12.403829
8548,liamn,liamned,V;PST,8,8.8091345
8549,paw,pawed,V;PST,6,4.659884
8550,cagabl,cagabled,V;PST,9,8.888574
8551,ivklvesce,ivklvesced,V;PST,11,15.769177
8552,rayg,raygd,V;PST,6,9.111436
8553,cllcw,cllcwed,V;PST,8,10.91975
8554,pouqtibn,pouqtibned,V;PST,11,15.734718
8555,ftipe,ftiped,V;PST,7,5.7136607
8556,olut,olutted,V;PST,8,5.837753
8557,liit,liited,V;PST,7,5.1413174
8558,prdwfkt,prdwfkted,V;PST,10,17.275578
8559,fark,farked,V;PST,7,4.9389358
8560,dufable,dufabled,V;PST,9,8.896179
8561,uhmp,uhmped,V;PST,7,7.2609034
8562,comvjrhend,comvjrhended,V;PST,13,22.259418
8563,pursm,pursmd,V;PST,7,9.909968
8564,sqption,sqptioned,V;PST,10,15.858608
8565,swionl,swionled,V;PST,9,8.118367
8566,bdptem,bdptemed,V;PST,9,17.777042
8567,cgawl,cgawled,V;PST,8,6.5020995
8568,pwafkrce,pwafkrced,V;PST,10,14.008034
8569,qcbur,qcburred,V;PST,9,27.512543
8570,khdp,khdpped,V;PST,8,15.384396
8571,grgec,grgeced,V;PST,8,7.1776085
8572,delay,delayed,V;PST,8,7.265087
8573,cuamp,cuamped,V;PST,8,6.773856
8574,sjgvrbt,sjgvrbted,V;PST,10,18.965847
8575,byomoom,byomoomed,V;PST,10,8.932519
8576,xitce,xitced,V;PST,7,7.421662
8577,ovtament,ovtamented,V;PST,11,12.8061905
8578,jaix,jaixed,V;PST,7,7.5386786
8579,sweeten,sweetened,V;PST,10,7.722955
8580,swftch,swftched,V;PST,9,10.384968
8581,ncyrse,ncyrsed,V;PST,8,11.143578
8582,tgudb,tgudbed,V;PST,8,10.843926
8583,brbiihe,brbiihed,V;PST,9,7.352572
8584,dgsjnfb,dgsjnfbed,V;PST,10,21.258307
8585,gqqgw,gqqgwed,V;PST,8,12.532782
8586,ogerwhllm,ogerwhllmed,V;PST,12,21.453896
8587,age,aged,V;PST,5,3.4531956
8588,pynir,pynirked,V;PST,9,10.877504
8589,sqkpwk,sqkpwked,V;PST,9,22.665333
8590,saell,saelled,V;PST,8,8.324949
8591,ezblmate,ezblmated,V;PST,10,16.307266
8592,hgbkryate,hgbkryated,V;PST,11,21.116707
8593,cury,curyed,V;PST,7,9.20727
8594,wfihn,wfihnd,V;PST,7,17.69979
8595,cohn,cohned,V;PST,7,6.98468
8596,jean,jeaned,V;PST,7,5.1990495
8597,mujkfe,mujkfed,V;PST,8,10.033065
8598,ktusi,ktusied,V;PST,8,12.964207
8599,tod,toded,V;PST,6,9.941969
8600,tewyrd,tewyrded,V;PST,9,14.2777405
8601,hbzdge,hbzdged,V;PST,8,12.898294
8602,slip,slipped,V;PST,8,5.9813023
8603,relaexe,relaexed,V;PST,9,11.523927
8604,jgnpy,jgnpied,V;PST,8,9.452531
8605,ryqak,ryqaked,V;PST,8,9.70481
8606,clasa,clasaed,V;PST,8,7.6503477
8607,eeqct,eeqcted,V;PST,8,9.135992
8608,chziy,chziyed,V;PST,8,11.50598
8609,hoedm,hoedmed,V;PST,8,8.1969185
8610,lusg,lusged,V;PST,7,4.9061155
8611,gltfqfy,gltfqfied,V;PST,10,15.984242
8612,kmke,kmked,V;PST,6,10.980287
8613,stgr,stgrred,V;PST,8,6.6987114
8614,anuere,anuered,V;PST,8,8.445999
8615,cehde,cehded,V;PST,7,11.141481
8616,cojstusr,cojstusred,V;PST,11,19.311539
8617,comdkut,comdkuted,V;PST,10,14.446913
8618,nvxs,nvxsd,V;PST,6,17.865185
8619,loor,loored,V;PST,7,4.8496513
8620,klnct,klnctted,V;PST,9,15.877407
8621,lbftid,lbftided,V;PST,9,14.245415
8622,explode,exploded,V;PST,9,6.615807
8623,ncidq,ncidqed,V;PST,8,16.533129
8624,tigotkn,tigotkned,V;PST,10,21.230837
8625,uvace,uvaceed,V;PST,8,11.3270235
8626,phrtocm,phrtocmed,V;PST,10,11.995743
8627,srdercnubt,srdercnubted,V;PST,13,21.380306
8628,asmxi,asmxied,V;PST,8,9.325056
8629,respond,responded,V;PST,10,7.145957
8630,disedss,disedssed,V;PST,10,14.808725
8631,xtoy,xtoied,V;PST,7,9.976316
8632,zmq,zmqd,V;PST,5,11.929971
8633,survvy,survvyed,V;PST,9,11.099935
8634,crbsble,crbsbled,V;PST,9,14.734354
8635,jogtxaon,jogtxaoned,V;PST,11,12.056715
8636,servibe,servibed,V;PST,9,8.383827
8637,roqe,roqed,V;PST,6,6.2393494
8638,coegrems,coegremsed,V;PST,11,12.503273
8639,ejag,ejagged,V;PST,8,7.442149
8640,smuare,smuared,V;PST,8,5.7337976
8641,rfyax,rfyaxed,V;PST,8,12.0061
8642,cuv,cuvped,V;PST,7,11.14698
8643,oberaze,oberazed,V;PST,9,7.812295
8644,pecsofe,pecsofed,V;PST,9,8.344859
8645,sqmoosh,sqmooshed,V;PST,10,21.844904
8646,jncw,jncwed,V;PST,7,14.786727
8647,loht,lohted,V;PST,7,5.7922187
8648,stkcak,stkcaked,V;PST,9,9.422568
8649,pgpe,pgped,V;PST,6,8.19808
8650,trelxle,trelxled,V;PST,9,12.694991
8651,bunpv,bunpved,V;PST,8,6.790361
8652,prefare,prefared,V;PST,9,6.951896
8653,tuseyyxse,tuseyyxsed,V;PST,11,22.60826
8654,cgaunel,cgauneled,V;PST,10,8.74803
8655,wrezxh,wrezxhed,V;PST,9,11.880157
8656,tuample,tuampled,V;PST,9,7.7402406
8657,redrcyve,redrcyved,V;PST,10,14.028995
8658,blsgih,blsgihed,V;PST,9,12.076475
8659,jwram,jwrammed,V;PST,9,13.91351
8660,rairt,rairtd,V;PST,7,13.969738
8661,plcture,plctured,V;PST,9,10.994581
8662,diveqt,diveqted,V;PST,9,10.732046
8663,coipdze,coipdzed,V;PST,9,12.427376
8664,luwzen,luwzened,V;PST,9,10.203529
8665,seyb,seybed,V;PST,7,6.7125764
8666,yeld,yelded,V;PST,7,5.5055394
8667,broao,broaoed,V;PST,8,5.7689676
8668,gnczwe,gnczwed,V;PST,8,12.492087
8669,dsafen,dsafened,V;PST,9,10.54996
8670,gumrvnxee,gumrvnxeed,V;PST,11,22.776321
8671,kwove,kwoved,V;PST,7,8.232151
8672,waqlow,waqlowed,V;PST,9,10.179248
8673,cozmit,cozmitted,V;PST,10,16.746601
8674,diseouvqxe,diseouvqxed,V;PST,12,22.784012
8675,sihtep,sihtepped,V;PST,10,11.546762
8676,ownregs,ownregsed,V;PST,10,7.8609376
8677,mqs,mqsped,V;PST,7,16.412464
8678,odisl,odisled,V;PST,8,12.316589
8679,dmdrle,dmdrled,V;PST,8,12.327136
8680,cushsgn,cushsgned,V;PST,10,15.460062
8681,bace,baceed,V;PST,7,9.6606
8682,rtjk,rtjked,V;PST,7,12.41814
8683,hudkle,hudkled,V;PST,8,9.811737
8684,nwlelive,nwlelived,V;PST,10,7.5851755
8685,dedlh,dedlhed,V;PST,8,9.290881
8686,aksvnt,aksvnted,V;PST,9,12.638337
8687,fudge,fudged,V;PST,7,5.076626
8688,ainse,ainsed,V;PST,7,5.6540246
8689,hnrn,hnrned,V;PST,7,7.88968
8690,onore,onored,V;PST,7,7.546005
8691,wahy,wahyed,V;PST,7,8.999467
8692,mev,meved,V;PST,6,5.8630943
8693,naom,naomed,V;PST,7,5.178213
8694,nmpqbte,nmpqbted,V;PST,9,18.574667
8695,hswe,hswed,V;PST,6,9.365324
8696,lmmp,lmmped,V;PST,7,12.89088
8697,aird,airded,V;PST,7,5.014609
8698,cvabter,cvabtered,V;PST,10,10.805619
8699,irtwpzxate,irtwpzxated,V;PST,12,23.255724
8700,vvmation,vvmationed,V;PST,11,16.53385
8701,ramlle,ramlled,V;PST,8,10.667217
8702,resist,resisted,V;PST,9,6.3034506
8703,fhbd,fhbd,V;PST,5,8.214179
8704,scoupver,scoupvered,V;PST,11,10.271029
8705,srqrth,srqrthed,V;PST,9,14.2208605
8706,imirovzde,imirovzded,V;PST,11,20.748478
8707,aixw,aixwed,V;PST,7,8.061872
8708,welcome,welcomed,V;PST,9,7.8476562
8709,penwcvvre,penwcvvred,V;PST,11,24.371677
8710,sszole,sszoled,V;PST,8,9.475032
8711,rawner,rawnered,V;PST,9,6.5808043
8712,rotave,rotaved,V;PST,8,5.844307
8713,rmatmt,rmatmted,V;PST,9,18.314445
8714,chat,chatted,V;PST,8,5.6864414
8715,sjleavkine,sjleavkined,V;PST,12,21.521944
8716,cggbt,cggbted,V;PST,8,7.317857
8717,cezqr,cezqred,V;PST,8,11.051809
8718,slnp,slnpped,V;PST,8,13.836532
8719,mmrket,mmrketed,V;PST,9,12.776014
8720,wlie,wlieped,V;PST,8,10.845121
8721,bozl,bozled,V;PST,7,5.917559
8722,exorriqe,exorriqed,V;PST,10,15.696041
8723,aavi,aavid,V;PST,6,6.833188
8724,conheyt,conheyted,V;PST,10,9.214247
8725,atount,atounted,V;PST,9,8.966884
8726,jerl,jerled,V;PST,7,5.1628036
8727,bomkg,bomkged,V;PST,8,10.273954
8728,stwzp,stwzpped,V;PST,9,13.184576
8729,imctine,imctined,V;PST,9,9.85431
8730,detent,detented,V;PST,9,6.219013
8731,gufy,gufyed,V;PST,7,10.872257
8732,regvlaoe,regvlaoed,V;PST,10,14.816427
8733,ctwepnt,ctwepnted,V;PST,10,10.59144
8734,fdathnr,fdathnred,V;PST,10,16.890097
8735,mygt,mygted,V;PST,7,13.71846
8736,suhprqls,suhprqlsed,V;PST,11,17.584831
8737,progide,progided,V;PST,9,6.6595263
8738,flep,flepped,V;PST,8,6.1418123
8739,promoje,promojed,V;PST,9,7.978197
8740,mimic,mimicked,V;PST,9,7.0739455
8741,cost,cost,V;PST,5,6.467413
8742,wkn,wknned,V;PST,7,9.33335
8743,refzse,refzsed,V;PST,8,8.686255
8744,comwevorate,comwevorated,V;PST,13,15.160219
8745,ypjlow,ypjlowed,V;PST,9,10.972147
8746,jxtard,jxtarded,V;PST,9,9.555206
8747,arjop,arjoped,V;PST,8,10.991775
8748,guide,guided,V;PST,7,4.8918242
8749,pttl,pttld,V;PST,6,10.084427
8750,qnct,qncted,V;PST,7,25.196669
8751,acslixaae,acslixaaed,V;PST,11,20.780874
8752,ollce,ollced,V;PST,7,8.752784
8753,indlcbte,indlcbted,V;PST,10,16.027512
8754,sysah,sysahed,V;PST,8,8.132769
8755,wery,weryed,V;PST,7,9.331402
8756,electrocuje,electrocujed,V;PST,13,13.708088
8757,floan,floaned,V;PST,8,5.6179643
8758,deaqcce,deaqcced,V;PST,9,12.443193
8759,gjnk,gjnked,V;PST,7,18.182621
8760,tieasare,tieasared,V;PST,10,14.66705
8761,snqcp,snqcped,V;PST,8,17.652493
8762,koy,koyed,V;PST,6,7.9310236
8763,ayprovph,ayprovphed,V;PST,11,12.6030445
8764,strdghee,strdgheed,V;PST,10,22.140121
8765,aciomblkkh,aciomblkkhed,V;PST,13,26.362976
8766,ecwul,ecwuled,V;PST,8,6.714536
8767,gxcul,gxculed,V;PST,8,13.6923685
8768,urse,ursed,V;PST,6,4.435488
8769,slag,slagged,V;PST,8,5.5734897
8770,sayicice,sayiciced,V;PST,10,22.841766
8771,chmmend,chmmended,V;PST,10,13.891287
8772,eagk,eagked,V;PST,7,6.990116
8773,loctc,loctced,V;PST,8,6.849932
8774,vvme,vvmed,V;PST,6,6.7183256
8775,ftult,ftulted,V;PST,8,7.1193833
8776,rzot,rzoted,V;PST,7,8.837332
8777,cuit,cuited,V;PST,7,4.930689
8778,cmbeloate,cmbeloated,V;PST,11,25.27553
8779,hcjgrk,hcjgrked,V;PST,9,22.707655
8780,qucy,qucyed,V;PST,7,8.391247
8781,jcoind,jcoinded,V;PST,9,9.468103
8782,wpeed,wped,V;PST,5,5.7953744
8783,wyila,wyilaed,V;PST,8,11.849266
8784,qabk,qabked,V;PST,7,10.859754
8785,ven,vened,V;PST,6,4.3993053
8786,hfoly,hfolyd,V;PST,7,18.697838
8787,rhvpwn,rhvpwned,V;PST,9,16.188503
8788,txrmpre,txrmpred,V;PST,9,12.970868
8789,galcop,galcoped,V;PST,9,7.142482
8790,chug,chugged,V;PST,8,5.585821
8791,caxtrwte,caxtrwted,V;PST,10,16.808748
8792,eduxate,eduxated,V;PST,9,8.724324
8793,gnlvz,gnlvzd,V;PST,7,15.274927
8794,acbord,acborded,V;PST,9,8.084481
8795,tfing,tfinged,V;PST,8,8.819879
8796,rcard,rcarded,V;PST,8,5.912403
8797,nevsen,nevsened,V;PST,9,6.574055
8798,hbzothnpize,hbzothnpized,V;PST,13,30.917286
8799,scrknch,scrknched,V;PST,10,11.833422
8800,dwjate,dwjated,V;PST,8,8.92346
8801,emplzy,emplzyed,V;PST,9,11.059317
8802,gufq,gufqed,V;PST,7,8.488031
8803,qrql,qrqled,V;PST,7,11.0047865
8804,control,controlled,V;PST,11,8.340399
8805,grey,greyed,V;PST,7,5.4439054
8806,week,weeked,V;PST,7,5.4016914
8807,analjze,analjzed,V;PST,9,10.685928
8808,slan,slanned,V;PST,8,7.927668
8809,nvidk,nvidked,V;PST,8,9.500377
8810,reseyve,reseyved,V;PST,9,12.111559
8811,zqmuify,zqmuified,V;PST,10,19.523829
8812,sapicfy,sapicfied,V;PST,10,8.954447
8813,zvtca,zvtcaed,V;PST,8,23.488398
8814,sylntt,sylntted,V;PST,9,10.1457615
8815,course,coursed,V;PST,8,5.8119755
8816,sbzbp,sbzbpped,V;PST,9,19.090733
8817,ntexue,ntexued,V;PST,8,9.341194
8818,thrill,thrilled,V;PST,9,6.4574347
8819,vtmqvd,vtmqvded,V;PST,9,21.138762
8820,giit,giit,V;PST,5,6.535766
8821,rwdister,rwdistered,V;PST,11,14.11143
8822,roax,roaxed,V;PST,7,5.885895
8823,gvoiel,gvoieled,V;PST,9,22.007616
8824,pkieh,pkiehed,V;PST,8,7.444118
8825,jioh,jiohed,V;PST,7,6.591645
8826,ytcm,ytcmed,V;PST,7,6.3666267
8827,kgwed,kgweded,V;PST,8,13.771104
8828,jfdge,jfdged,V;PST,7,10.383528
8829,wzke,wzked,V;PST,6,7.214091
8830,cyosz,cyoszed,V;PST,8,8.238386
8831,kaeim,kaeimed,V;PST,8,7.6504474
8832,yajf,yajfd,V;PST,6,10.472342
8833,veby,vebied,V;PST,7,6.6518335
8834,auqmmure,auqmmured,V;PST,10,16.332453
8835,chyed,chyedded,V;PST,9,12.069888
8836,gsdm,gsdmed,V;PST,7,6.443254
8837,iayve,iayved,V;PST,7,6.418545
8838,ribbit,ribbited,V;PST,9,7.312315
8839,bqtik,bqtikd,V;PST,7,20.094807
8840,stiitce,stiitced,V;PST,9,7.2612457
8841,buakhmr,buakhmred,V;PST,10,18.88701
8842,saddwirh,saddwirhed,V;PST,11,12.705771
8843,ektyazt,ektyazted,V;PST,10,16.804821
8844,naee,naeed,V;PST,6,6.7530284
8845,impound,impounded,V;PST,10,7.2906685
8846,snwcd,snwcded,V;PST,8,14.516982
8847,bunooe,bunooed,V;PST,8,7.6789975
8848,rues,ruesed,V;PST,7,5.871715
8849,spawt,spawted,V;PST,8,7.115047
8850,twhzhoe,twhzhoed,V;PST,9,19.594908
8851,laenxh,laenxhed,V;PST,9,12.535538
8852,deplare,deplared,V;PST,9,6.322746
8853,steuv,steuved,V;PST,8,10.375994
8854,istlede,istleded,V;PST,9,8.391529
8855,ppam,ppamed,V;PST,7,8.203076
8856,fumq,fumqd,V;PST,6,11.554899
8857,tainu,tainued,V;PST,8,9.796604
8858,rwlense,rwlensed,V;PST,9,9.764871
8859,puncm,puncmed,V;PST,8,6.4716525
8860,amoloylfe,amoloylfed,V;PST,11,27.033602
8861,rryme,rrymed,V;PST,7,11.111318
8862,maiotavn,maiotavned,V;PST,11,24.975515
8863,szgvrae,szgvraed,V;PST,9,18.143703
8864,ryliproeate,ryliproeated,V;PST,13,17.282745
8865,lurch,lurched,V;PST,8,5.810174
8866,toy,toyed,V;PST,6,4.4856195
8867,fide,fided,V;PST,6,6.516373
8868,kaxt,kaxtted,V;PST,8,9.043101
8869,aukaeed,aukaeeded,V;PST,10,13.868618
8870,wxrftip,wxrftiped,V;PST,10,13.954778
8871,oronx,oronxed,V;PST,8,11.696809
8872,bjaid,bjaided,V;PST,8,6.655591
8873,dopr,doprd,V;PST,6,12.105217
8874,blpjl,blpjlled,V;PST,9,14.127387
8875,grhzme,grhzmed,V;PST,8,9.894924
8876,spaz,spazzed,V;PST,8,8.197128
8877,snffocxpe,snffocxped,V;PST,11,17.604473
8878,maznuvlr,maznuvlred,V;PST,11,23.454472
8879,twore,twored,V;PST,7,5.8348002
8880,rmpfrt,rmpfrted,V;PST,9,16.97712
8881,txax,txaxed,V;PST,7,6.715259
8882,row,rowed,V;PST,6,4.1788297
8883,ahticipzte,ahticipzted,V;PST,12,18.434135
8884,raoq,raoqed,V;PST,7,11.418911
8885,skuyr,skuyred,V;PST,8,9.232689
8886,inkvie,inkvied,V;PST,8,14.859243
8887,snsg,snsgged,V;PST,8,6.377253
8888,rlfele,rlfeled,V;PST,8,9.791512
8889,dvoe,dvoed,V;PST,6,10.938757
8890,abtse,abtsed,V;PST,7,16.988203
8891,doilor,doilored,V;PST,9,7.2701488
8892,scueuyh,scueuyhed,V;PST,10,17.238636
8893,wcurry,wcurried,V;PST,9,14.616939
8894,twiro,twiroed,V;PST,8,9.552933
8895,menace,menaced,V;PST,8,8.100502
